listing_id,low,medium,high,fold
228,0.909432550271,0.0862950881322,0.00427237750652,1
235,0.215762615204,0.413495530685,0.370741844177,4
236,0.247792040308,0.605706989765,0.146500969927,2
237,0.972627997398,0.0181522648782,0.00921972778936,0
241,0.997127791246,0.00280505651608,6.71821944707e-05,4
244,0.952021797498,0.046725794673,0.00125238920252,0
245,0.398686299721,0.558147509893,0.0431662003199,0
246,0.62701177597,0.343128393094,0.0298598377655,1
247,0.977469682693,0.0199339731286,0.00259635434486,0
248,0.609934906165,0.369811733564,0.0202533453703,0
249,0.747203111649,0.217666899165,0.0351299668352,2
251,0.674145638943,0.290982852379,0.0348715397219,0
252,0.959311882655,0.0358489193022,0.00483919354156,2
255,0.980894843737,0.0151001727208,0.00400494551286,2
257,0.996822456519,0.0030628151726,0.000114729295698,0
262,0.805508633455,0.17715374132,0.0173376273985,1
263,0.715533355872,0.264872471491,0.0195941744993,3
272,0.108641090492,0.343277136485,0.548081755638,1
275,0.990776062012,0.00916628974179,5.76248397313e-05,4
277,0.980052669843,0.0193171286955,0.000630212714896,1
279,0.469651987155,0.422197709481,0.108150305847,4
280,0.307824929555,0.526083340247,0.166091705362,1
282,0.955103417238,0.0437661434213,0.00113044504542,2
283,0.989116887252,0.0106502169122,0.00023291206162,1
284,0.94462933143,0.0519537987808,0.00341685884632,0
289,0.630218962828,0.349962621927,0.0198184115191,4
291,0.972998678684,0.0268012912323,0.000200066385635,3
292,0.795851588249,0.197476138671,0.00667223691319,2
293,0.736688156923,0.229521632195,0.0337902034322,1
295,0.354145586491,0.387940019369,0.257914369305,1
296,0.712627689044,0.260371387005,0.0270008984953,0
303,0.570610920588,0.381650239229,0.0477388240397,1
304,0.720380842686,0.25016250213,0.0294566346953,0
305,0.181516980131,0.603976329168,0.214506715536,0
309,0.742093424002,0.242209926248,0.0156966879343,2
311,0.739747027556,0.251229802767,0.00902318426718,0
312,0.907113492489,0.089476754268,0.00340972165577,1
313,0.98592633009,0.0136661777894,0.000407472796117,4
314,0.0460717516641,0.613543113073,0.340385138988,4
315,0.992324491342,0.00753727089614,0.000138246172961,4
320,0.136070241531,0.248447244366,0.615482529004,4
322,0.859761496385,0.137165665627,0.00307281028169,0
323,0.998322467009,0.00155333462559,0.000124186636337,1
325,0.242596720656,0.652608176072,0.104795115689,1
332,0.810686806838,0.181272342801,0.00804085191339,0
333,0.990827004115,0.00893777050078,0.000235269859938,0
335,0.565772851308,0.3157363832,0.11849077791,2
336,0.283262381951,0.658024311066,0.0587133218845,0
337,0.87094583114,0.121935049693,0.00711910659447,0
338,0.923720697562,0.0750211601456,0.00125816499349,4
340,0.910543521245,0.0837490111589,0.00570746247346,2
341,0.979028006395,0.0186544122795,0.00231755711138,3
343,0.992358803749,0.00621416978538,0.00142700333769,1
344,0.329872210821,0.437790880601,0.232336893678,1
348,0.497314443191,0.29409306248,0.208592514197,0
351,0.00573902996257,0.0666967468957,0.927564243476,0
355,0.378286490838,0.547237475713,0.0744760582844,2
356,0.78390844663,0.200759977102,0.0153315849602,4
359,0.504420111577,0.399041642745,0.0965382307768,0
360,0.587045053641,0.387414455414,0.0255404996375,1
361,0.912458995978,0.0471969979505,0.0403440458079,0
362,0.985815882683,0.0118601797149,0.00232398203419,1
365,0.986404856046,0.0133879287168,0.000207228537571,2
370,0.50305651625,0.335054457188,0.161889046431,0
373,0.77074388663,0.211755474408,0.0175006582091,3
374,0.76853454113,0.206383566062,0.0250819089512,0
375,0.874153713385,0.124945342541,0.000900940639743,2
377,0.162557040652,0.564145644506,0.273297324777,2
379,0.252085879445,0.665678819021,0.0822352965673,3
380,0.969881772995,0.0296259075403,0.000492297830836,1
381,0.859185357889,0.13695025444,0.00386437455503,1
383,0.763722976049,0.218120271961,0.0181567656497,1
386,0.666580875715,0.283664842447,0.049754259487,4
387,0.805757542451,0.181946168343,0.0122962960353,4
390,0.909214218458,0.0859564468265,0.00482932982656,2
392,0.45554887255,0.472670535247,0.071780582269,1
393,0.417507012685,0.477233101924,0.105259882907,1
394,0.215891286731,0.629303654035,0.154805044333,4
396,0.986081580321,0.00996980226288,0.003948613458,3
397,0.555283208688,0.334588219722,0.110128564139,4
398,0.933721939723,0.0640112683177,0.00226682618571,2
408,0.998222808043,0.0014671299917,0.000310080324804,1
409,0.854574064414,0.139353742202,0.00607221325239,4
412,0.779221216838,0.201089039445,0.0196897443384,0
415,0.903106153011,0.093824279805,0.00306956920152,2
417,0.928256968657,0.070577505976,0.00116552344601,4
419,0.894597788652,0.102879414956,0.00252283290805,1
424,0.640009065469,0.319094757239,0.0408961698413,0
425,0.146811453005,0.670656363169,0.182532201211,0
437,0.527597059806,0.44411773483,0.0282852252324,4
438,0.0738131354252,0.469976951679,0.456209917863,1
440,0.695551931858,0.253459319472,0.0509887536367,3
441,0.497249593337,0.474033017953,0.0287174048523,4
442,0.619814256827,0.305624971787,0.0745607664188,3
444,0.999396363894,0.000574580849692,2.90448533633e-05,2
445,0.618803660075,0.371450126171,0.0097462295865,3
446,0.535055369139,0.321477741003,0.143466874957,3
447,0.736203432083,0.219908962647,0.0438876127203,3
449,0.480887323618,0.468718131383,0.0503945623835,1
451,0.594053526719,0.385721951723,0.0202245280767,4
454,0.883858303229,0.113818220794,0.00232347469622,4
458,0.994060814381,0.00550075604891,0.000438437768025,2
465,0.947886725267,0.0508908256888,0.00122246784546,3
466,0.280464708805,0.611303786437,0.108231499791,3
471,0.447674353917,0.483285337687,0.0690403158466,0
472,0.317833393812,0.591759254535,0.0904073491693,4
473,0.880932867527,0.115294786791,0.00377234366412,0
474,0.645800173283,0.345687061548,0.00851273071021,1
476,0.997211277485,0.00274663822105,4.20621933396e-05,0
479,0.931740899881,0.0591429484387,0.00911614554934,1
480,0.993377963702,0.00655661119769,6.54273220183e-05,3
481,0.468661318223,0.474387019873,0.0569516817729,2
482,0.998841861884,0.00110989956496,4.82491377625e-05,0
483,0.995402892431,0.00439351905758,0.000203612570961,2
484,0.69573867321,0.284112801154,0.0201485451932,2
486,0.994705080986,0.00525276122304,4.2155911918e-05,0
487,0.0643793866038,0.62171326081,0.313907345136,0
490,0.974806586901,0.0237899618223,0.00140342349187,1
491,0.368982831637,0.503153483073,0.12786368529,0
494,0.807470440865,0.173277522127,0.0192520500471,4
498,0.868317822615,0.124228229125,0.00745395741736,0
499,0.912737806638,0.0824611360828,0.0048010708609,4
500,0.999270399412,0.000688665255439,4.09129206673e-05,1
506,0.955289900303,0.0436944973965,0.0010156003215,3
509,0.989953875542,0.00933012614648,0.000716039309433,2
510,0.190855503082,0.597134153048,0.21201034387,3
511,0.217903261383,0.71581997474,0.0662767676016,2
513,0.848746379217,0.143245215217,0.00800839206204,4
514,0.972497403622,0.026610244376,0.000892355611237,3
515,0.995391666889,0.00366145845813,0.000946839184811,3
518,0.911702493827,0.0825326989094,0.00576479344939,3
519,0.627635796865,0.342498938243,0.0298652350903,0
521,0.596875647704,0.346374760071,0.0567495735983,2
529,0.982723136743,0.016382208094,0.000894646490148,3
530,0.915232380231,0.0831360494097,0.0016315918571,2
534,0.85512371858,0.135454649727,0.00942165901264,0
535,0.0754957869649,0.688972532749,0.235531682769,4
536,0.452451854944,0.457568993171,0.0899791518847,0
537,0.80272146066,0.181321278214,0.0159572511911,3
538,0.976204534372,0.0227732329319,0.00102222452794,4
542,0.872249941031,0.123279670874,0.00447040563449,3
548,0.311176141103,0.475116699934,0.213707129161,4
554,0.688449283441,0.278860569,0.0326901444544,1
555,0.271488880118,0.552243053913,0.176268075903,0
557,0.995712478956,0.00421315990388,7.43719707922e-05,4
558,0.42447211345,0.463834981124,0.11169295013,2
561,0.214450120926,0.452091187239,0.333458711704,3
563,0.996784766515,0.00310222276797,0.00011304460107,4
564,0.661920805772,0.245563616355,0.092515565455,4
567,0.999424874783,0.000561612211944,1.35286122713e-05,3
568,0.685064335664,0.265575170517,0.0493604689837,3
569,0.9853459994,0.0138124506921,0.000841539023289,3
571,0.861744662126,0.125420577824,0.0128347656379,3
572,0.0654567629099,0.70314459006,0.231398627162,0
573,0.574889977773,0.385651359955,0.0394586510956,1
576,0.965939978758,0.0316469166428,0.00241309551833,1
577,0.946567058563,0.0521020106971,0.00133089961795,3
582,0.774416367213,0.207808082302,0.0177755424132,4
585,0.729516724745,0.266012320916,0.00447091964694,3
587,0.348808894555,0.63108676672,0.0201043309644,0
589,0.879244089127,0.115268689891,0.00548720701287,1
590,0.998630225658,0.00135674411043,1.30194475787e-05,2
592,0.777542253335,0.214598208666,0.00785955212389,4
597,0.897421280543,0.0991768712799,0.00340180424973,4
598,0.984183967113,0.0156412767246,0.00017476418725,1
599,0.819996813933,0.154869695505,0.0251335160186,0
600,0.998478134473,0.00136685363638,0.000155049254924,0
604,0.529465178649,0.292184104522,0.178350721796,4
605,0.958447158337,0.0359784302612,0.00557437880586,4
607,0.995216846466,0.00459836376831,0.000184757647124,3
610,0.455467383067,0.466160734495,0.0783718998233,2
614,0.32426649332,0.561276704073,0.114456819991,4
615,0.459176361561,0.445656875769,0.0951667179664,0
620,0.869980255763,0.124109653135,0.00591010879725,2
621,0.380544761817,0.538521399101,0.0809338490168,1
622,0.937162856261,0.0588933217029,0.00394385998758,3
623,0.994621972243,0.00519982802992,0.000178227215656,3
624,0.379169334968,0.558877925078,0.0619527287781,4
626,0.573373317719,0.382446686427,0.0441799865415,0
629,0.799362917741,0.176154181361,0.0244828791668,1
631,0.0991754581531,0.508423537016,0.392401019732,2
636,0.0316617855181,0.269125565886,0.699212650458,0
638,0.720617294312,0.249723205964,0.0296594835818,1
640,0.994079351425,0.00548889860511,0.00043177746799,1
641,0.195614556472,0.732617815336,0.0717676406105,2
644,0.0497278521458,0.655049880346,0.295222222805,4
645,0.935079018275,0.0625006283323,0.00242035552704,0
647,0.690646866957,0.286588430405,0.0227646933248,2
648,0.989040970802,0.0102500934154,0.000708911548524,3
649,0.929720143477,0.0679659731686,0.00231388560496,1
651,0.270159944892,0.548441886902,0.18139817814,4
656,0.968245824178,0.0303393329183,0.00141484818111,3
657,0.946376979351,0.0507359070083,0.00288710859604,2
658,0.364153097073,0.552102267742,0.0837446426352,4
659,0.931971768538,0.0653950807949,0.00263318345727,4
662,0.248908355832,0.485921810071,0.265169858932,3
666,0.73816772302,0.256130422155,0.00570184659834,4
669,0.611055612564,0.318576683601,0.0703676914175,4
674,0.973090668519,0.0260517088075,0.000857615474767,2
675,0.996074318886,0.00378146301955,0.000144244229887,3
679,0.889633436998,0.105630201598,0.00473634696876,4
681,0.722105264664,0.143245910605,0.134648829699,3
682,0.266979967554,0.385123769442,0.347896297773,2
685,0.600050787131,0.377372036378,0.0225771640738,0
687,0.85555412372,0.134612003962,0.00983385524402,4
692,0.618743220965,0.358828018109,0.0224287376429,0
693,0.622888028622,0.334309289853,0.0428026877344,3
694,0.629903535048,0.344476679961,0.0256197613974,1
696,0.997745056947,0.00218992338826,6.50392418417e-05,4
699,0.690140446027,0.306002606948,0.00385696386608,1
700,0.478917866945,0.468352307876,0.0527298164864,2
703,0.201975211501,0.582582771778,0.215441976984,1
704,0.444201131662,0.463418026765,0.0923808639248,2
705,0.709557672342,0.10679380844,0.183648501833,4
706,0.0435076349725,0.309485455354,0.647006909053,0
707,0.174027234316,0.717013796171,0.108958964547,2
712,0.884705583254,0.0975675061345,0.017726892295,4
714,0.998774945736,0.000947477121372,0.000277574533053,1
715,0.400684217612,0.492758939664,0.106556840241,0
716,0.411324203014,0.417458881934,0.17121690015,1
718,0.586399435997,0.372809271018,0.0407912917435,3
720,0.829102754593,0.150101619462,0.0207956290493,3
725,0.989766200384,0.00998786790296,0.000245973395067,4
728,0.466519335906,0.411143610875,0.122337065637,0
730,0.948503295581,0.0505546368659,0.00094205517477,4
735,0.981265326341,0.0183610177288,0.00037362256747,3
737,0.99697603782,0.00281356647611,0.000210394069048,0
740,0.74648364385,0.230858460069,0.0226578960816,1
741,0.999187688033,0.000802306671782,1.00425813798e-05,2
742,0.283561329047,0.48805419604,0.228384489814,2
743,0.8804200689,0.107361601045,0.0122183278824,0
747,0.997811516126,0.00199782747465,0.000190630506647,3
749,0.574612339338,0.35780274868,0.0675849157075,2
754,0.485540131728,0.431483616432,0.0829762518406,0
757,0.465777913729,0.339065700769,0.195156390468,4
761,0.627237697442,0.305638283491,0.0671239979565,3
762,0.837174634139,0.154173048834,0.00865228567272,1
764,0.967727104823,0.0319534552594,0.000319459504681,3
766,0.993242581685,0.00662666217734,0.00013076459436,0
770,0.981892844041,0.0160233102118,0.00208382774144,0
772,0.705561180909,0.285142401854,0.00929641118273,1
773,0.986847360929,0.0127202871566,0.000432353059296,0
776,0.217488989234,0.621099571387,0.161411431928,3
778,0.994125445684,0.00575156447788,0.000122976331719,1
783,0.999339838823,0.000601653038757,5.84855418613e-05,3
786,0.431040932735,0.380418101947,0.18854098022,1
788,0.929283519586,0.044417027384,0.0262994722774,3
791,0.994522591432,0.00448140439888,0.000996026016461,3
798,0.823135852814,0.174894387523,0.00196974464537,0
801,0.776679714521,0.210860272249,0.0124600154037,4
806,0.918606201808,0.0631265031795,0.0182673086723,3
807,0.558707237244,0.388742238283,0.0525505008797,0
809,0.73038538297,0.252834916115,0.0167797226459,1
810,0.0887967993816,0.554567863544,0.356635322173,1
812,0.872776488463,0.123665613433,0.00355787699421,2
813,0.908733983835,0.0876386091113,0.00362743716687,4
815,0.829608480136,0.151742170254,0.0186493378133,4
816,0.702239712079,0.292044227322,0.00571606323744,4
818,0.247822100917,0.513034472863,0.239143416286,2
820,0.997054557006,0.00289174929882,5.36962482632e-05,4
821,0.187843268116,0.590205967426,0.221950789293,1
822,0.0257542574157,0.580532769362,0.393713007371,4
828,0.412984867891,0.539193908374,0.0478212051094,2
833,0.676041483879,0.271350800991,0.0526077213387,1
836,0.644673268,0.306396345297,0.0489303742846,0
839,0.309064328671,0.610083778699,0.0808518640697,4
840,0.933569987615,0.059508147339,0.00692184315994,0
841,0.51186538736,0.43062693874,0.0575076515476,3
843,0.644176602364,0.346258719762,0.00956466437007,0
845,0.846989691257,0.149198353291,0.00381192813317,4
846,0.523301223914,0.272564083338,0.204134687781,4
847,0.689918776353,0.293634697795,0.0164465053628,3
849,0.803647518158,0.167142520348,0.0292099745323,2
850,0.82402886947,0.173842991392,0.00212817833138,4
852,0.654806375504,0.338238845269,0.00695479412874,2
858,0.958735148112,0.0395981781185,0.00166667194571,1
859,0.956280549367,0.0428175764779,0.000901870293698,3
862,0.0602240636945,0.409103681644,0.530672242244,2
863,0.997507810593,0.00227844831534,0.000213769958161,0
865,0.718070844809,0.244788631797,0.0371405209104,4
866,0.999762515227,0.000228881113192,8.58678261769e-06,0
872,0.98161782821,0.016745371744,0.00163679426381,3
873,0.998985846837,0.000998961021348,1.51752510646e-05,2
875,0.938954393069,0.0586731272439,0.00237250809247,1
876,0.14076663057,0.669512331486,0.189721037944,0
877,0.970944086711,0.0273387345175,0.00171719332381,1
878,0.268741498391,0.520137617985,0.211120913426,4
879,0.376792937517,0.481644074122,0.14156297346,1
880,0.988667269548,0.0107234716415,0.000609241425991,1
881,0.247982104619,0.685990869999,0.0660270129641,3
883,0.921020170053,0.0765643840035,0.00241542495011,0
884,0.735299646854,0.226416741808,0.038283602645,3
886,0.0142089830091,0.475364168485,0.510426839193,1
889,0.748279968898,0.226532027125,0.0251880014936,4
892,0.122592772047,0.565896809101,0.311510403951,0
893,0.812121152878,0.177688966195,0.0101898874467,4
897,0.0265330237647,0.317516644796,0.655950307846,2
898,0.952424844106,0.0452110829453,0.00236411943721,3
899,0.995716412862,0.00386653118767,0.000417026303088,3
901,0.973134775956,0.02638753814,0.000477678404422,0
903,0.992669999599,0.00709545255328,0.000234559294768,1
910,0.42401094238,0.452009826899,0.123979240656,3
914,0.882866322994,0.112243754168,0.00488988341143,4
917,0.732175608476,0.253562654058,0.0142617085949,1
918,0.790452063084,0.194333866239,0.0152140778179,4
921,0.73793443044,0.256758873661,0.00530668937912,4
923,0.212039932609,0.598199347655,0.189760714769,4
925,0.853433251381,0.139715830485,0.00685088926305,2
928,0.874647160371,0.120179300507,0.00517353431011,2
936,0.662552595139,0.320134590069,0.0173127713303,2
937,0.922095278899,0.0644930663208,0.0134116594369,4
938,0.299678315719,0.350352237622,0.349969456593,2
939,0.550088991721,0.436041196187,0.0138698083659,1
941,0.826100826263,0.170959596833,0.00293957317869,1
944,0.999786098798,0.000210467803602,3.45297951299e-06,0
945,0.999161163966,0.00081930901312,1.955061695e-05,0
947,0.890725513299,0.107686991493,0.0015874976137,1
948,0.533853133519,0.353097349405,0.113049519559,1
953,0.920118093491,0.0573775743445,0.0225042812526,2
956,0.680986185869,0.296846767267,0.0221670369307,3
958,0.875701149305,0.119831308722,0.00446750720342,2
959,0.365085492531,0.35027179122,0.284642726183,1
962,0.650531609853,0.338636507591,0.0108318761922,1
963,0.0934322898587,0.402256121238,0.504311631123,2
964,0.942270994186,0.0548444539309,0.00288458502231,3
965,0.915597279867,0.0799422934651,0.00446041564768,0
967,0.33098440369,0.614604731401,0.0544108524919,3
969,0.723245203495,0.256063506007,0.0206913029154,1
973,0.927593588829,0.0709100564321,0.00149636552669,4
975,0.874950786432,0.103340173761,0.0217090394969,4
976,0.819879194101,0.169689014554,0.0104318123,2
978,0.395607372125,0.506746441126,0.0976461643974,4
979,0.913123806318,0.0843889589111,0.00248724548146,3
980,0.0255136645089,0.414467275143,0.560019075871,3
981,0.65889942646,0.307904074589,0.03319648467,0
984,0.89070469141,0.103956935306,0.00533839555768,1
985,0.998783290386,0.00118341525861,3.33046646119e-05,4
987,0.975306431452,0.023995620509,0.000697976540929,4
988,0.959108710289,0.0402622843782,0.000628991343547,2
993,0.742836336295,0.240093509356,0.0170701652144,0
997,0.902651528517,0.0927821695805,0.00456632409866,3
998,0.984935919444,0.0117697150757,0.00329438907405,1
1002,0.952292283376,0.0469811807076,0.000726551360761,0
1004,0.325804233551,0.480408022801,0.193787763516,0
1007,0.696629126867,0.248820061485,0.0545508166154,0
1010,0.99965296189,0.000334766091934,1.22074643514e-05,0
1015,0.339473853509,0.504480520884,0.156045595805,4
1016,0.982379436493,0.0173306328555,0.000289961162101,3
1017,0.0825219651063,0.494760920604,0.422717124224,1
1019,0.81900348266,0.163467129072,0.0175294149667,2
1020,0.720706641674,0.273406118155,0.00588726547236,1
1021,0.998854200045,0.00114096301453,4.85345344714e-06,1
1022,0.878020723661,0.115447871387,0.00653137840951,1
1023,0.600573460261,0.346270273129,0.0531562703351,1
1024,0.970767180125,0.0284433948497,0.000789408921264,1
1025,0.781472424666,0.209504445394,0.00902310479432,1
1026,0.7733066082,0.207182864348,0.0195105448365,2
1027,0.987537344297,0.0119153484702,0.000547303226388,3
1030,0.680303315322,0.251121292512,0.068575412035,1
1031,0.462296475967,0.445799261332,0.0919042850534,3
1036,0.397615849972,0.518562724193,0.0838214159012,1
1037,0.978577435017,0.0187292285264,0.00269333606896,2
1038,0.371480256319,0.308866471052,0.319653272629,1
1039,0.999037444592,0.000922193828349,4.03458264676e-05,0
1041,0.37017784516,0.409044166406,0.2207779785,4
1044,0.534046729406,0.418049981197,0.0479032695293,2
1045,0.54541494449,0.34429637591,0.110288699468,1
1047,0.389142582814,0.555398444335,0.0554590001702,4
1048,0.994249780973,0.0056485272944,0.000101655226899,1
1053,0.467571039995,0.486594418685,0.0458345313867,3
1056,0.545138299465,0.400161246459,0.0547004590432,4
1058,0.638248423735,0.357745657365,0.00400593162825,4
1060,0.999364078045,0.000625326880254,1.05786939457e-05,4
1063,0.24671459198,0.674802641074,0.0784827594956,3
1064,0.376314222813,0.449612170458,0.17407360673,3
1065,0.97949407498,0.0198669483264,0.000639000558294,1
1066,0.150869399309,0.634212632974,0.214917957783,4
1067,0.725070218245,0.240885426601,0.0340443296979,4
1071,0.919302165508,0.0520936784645,0.0286041703075,0
1075,0.837296346823,0.153252258897,0.00945140824964,4
1076,0.287258952856,0.571525077025,0.141215975086,4
1078,0.226322501898,0.575975676378,0.19770181179,1
1083,0.742468257745,0.227525865038,0.0300058682139,2
1084,0.681851247946,0.298641423384,0.0195073317736,0
1087,0.589751303196,0.377306143443,0.0329425788174,2
1088,0.567070106665,0.339870711168,0.0930591747165,0
1089,0.987440943718,0.0119336933518,0.000625431188382,0
1090,0.940744976203,0.0471845244368,0.0120704617972,1
1091,0.983840723832,0.0158776851992,0.000281608566487,2
1092,0.996422032515,0.00356468996809,1.32717535356e-05,0
1093,0.144563232859,0.475923677286,0.379513104757,4
1094,0.900069355965,0.0963254372279,0.0036052086701,1
1096,0.926253259182,0.0719821304083,0.00176460637401,0
1097,0.291090389093,0.557475129763,0.151434466243,0
1099,0.896802484989,0.0977900375923,0.00540751001487,3
1105,0.584224085013,0.329737832149,0.0860380604863,3
1107,0.961592892806,0.0380435052017,0.000363600663453,1
1111,0.986317316691,0.0107864450353,0.00289623059022,0
1114,0.257827937603,0.554518183072,0.187653874358,3
1115,0.968445996443,0.0279299536099,0.00362408355189,0
1117,0.767060935497,0.220516917606,0.0124221459652,0
1118,0.955965638161,0.0439564697444,7.78992301396e-05,2
1119,0.629911442598,0.281700958808,0.0883876308799,4
1120,0.967342098554,0.0319208732496,0.000737046357244,0
1133,0.132517650723,0.628968417645,0.238513931632,3
1135,0.939746300379,0.0574244509141,0.00282925018109,0
1137,0.239750484625,0.558170835177,0.20207867523,1
1142,0.973051468531,0.0258372488121,0.00111129934279,3
1144,0.916511098544,0.0788859128952,0.00460299081169,0
1148,0.830186049143,0.164349814256,0.00546410866082,1
1152,0.976434270541,0.023185086747,0.000380656623747,4
1159,0.587923586369,0.271716753642,0.140359655023,4
1162,0.11774952958,0.487780282895,0.394470194976,1
1165,0.999670088291,0.000319239130476,1.06689646297e-05,1
1167,0.997592707475,0.00223225681111,0.000175048107243,0
1169,0.769800543785,0.196675817172,0.0335236123453,2
1170,0.237081363797,0.460138469934,0.302780161301,2
1171,0.857503771782,0.134179818134,0.00831641862169,2
1176,0.523855785529,0.456070830425,0.0200734017417,4
1177,0.227840557694,0.604455153147,0.167704313993,3
1179,0.998555024465,0.00142079424889,2.42372655824e-05,0
1180,0.952999591827,0.0398597071568,0.0071406768014,0
1181,0.126044345399,0.358835289876,0.515120387077,4
1182,0.993857324123,0.00604127719998,0.000101415655081,1
1183,0.994588037332,0.00536875007674,4.32342906909e-05,0
1184,0.231193537513,0.563945323229,0.204861181478,0
1185,0.608805755774,0.371598641078,0.0195956090465,0
1187,0.970712423325,0.0270509471496,0.00223663084519,4
1189,0.853878319263,0.138318593303,0.00780310869838,3
1190,0.501145998637,0.460063934326,0.0387900558611,2
1196,0.59093072017,0.319531261921,0.0895380228758,4
1198,0.134584066768,0.554212202628,0.31120372812,4
1200,0.861755232016,0.132534695168,0.00571008694048,3
1201,0.999581754208,0.000396531676718,2.16839938124e-05,4
1202,0.212856580814,0.447479287783,0.339664151271,0
1204,0.972422798475,0.0258300130566,0.00174720659076,0
1206,0.973003586133,0.0267512779683,0.000245097913042,2
1211,0.0485979778071,0.719414909681,0.231987108787,3
1212,0.429544061422,0.459732860327,0.110723045965,4
1216,0.220504269004,0.583266377449,0.19622934858,2
1220,0.92415056626,0.0743627150853,0.0014867374363,0
1221,0.985799252987,0.0137607708263,0.000439994114762,3
1225,0.836307922999,0.155780332784,0.00791173723216,2
1226,0.958290894826,0.0415580949436,0.000151014894072,4
1228,0.35564472278,0.475212742885,0.169142519434,3
1230,0.999359945456,0.000635931889216,4.1389615338e-06,4
1231,0.267092600465,0.635354876518,0.097552527984,0
1232,0.509092092514,0.446951131026,0.0439567950865,0
1234,0.99241912365,0.00736592135703,0.000214971437041,4
1236,0.906219859918,0.0918729677796,0.00190718797967,0
1241,0.777314742406,0.205085277557,0.0175999753798,2
1242,0.997107009093,0.00286606869971,2.69464295949e-05,1
1245,0.973679900169,0.0258834014336,0.000436727578441,2
1250,0.970112363497,0.0292843226343,0.000603316992056,3
